days_before_departure,price,seats_left,is_weekend,is_holiday,seat_type,booked
23,273,88,0,1,2,0
48,297,151,0,0,0,0
58,192,132,1,1,2,1
40,224,26,1,0,0,0
3,313,135,1,1,2,0
11,251,174,1,1,2,1
57,374,113,1,0,2,0
19,234,17,1,0,1,0
19,224,9,0,1,1,1
2,135,38,1,1,1,1
43,181,119,1,1,0,0
17,228,145,0,1,2,0
30,258,13,1,0,2,1
34,391,164,1,1,0,1
13,197,25,0,0,2,0
35,116,55,0,0,0,0
47,278,176,1,1,2,0
35,239,64,0,0,2,1
46,261,144,1,0,0,1
53,187,37,0,0,2,0
60,321,118,0,0,1,0
18,255,151,0,0,2,0
45,319,19,1,0,0,1
56,198,48,0,1,2,1
4,157,63,1,0,0,0
34,292,131,1,0,2,0
55,348,179,0,0,1,0
51,169,159,1,0,0,0
47,105,109,0,1,2,0
43,354,149,1,0,1,0
38,357,30,0,0,0,0
18,392,68,0,1,2,0
50,204,4,0,0,2,1
11,157,145,1,0,0,0
26,171,145,0,0,0,1
20,267,144,1,1,1,0
31,228,78,0,1,1,0
21,136,146,1,1,0,1
57,362,95,0,1,2,0
10,304,60,0,1,1,0
39,206,62,1,0,1,1
58,139,39,0,0,2,1
4,270,104,0,0,2,0
20,305,12,1,1,2,1
12,353,156,0,1,1,1
13,233,155,0,0,1,0
48,148,177,1,1,0,1
31,108,177,0,0,2,1
21,156,38,1,1,1,0
37,319,157,1,1,0,1
54,345,159,0,0,2,0
3,372,56,1,1,0,1
13,381,146,1,1,0,1
23,322,46,0,0,2,0
50,185,61,1,0,0,1
20,94,16,0,0,1,1
28,251,51,1,1,0,0
3,109,139,0,0,1,1
47,307,88,1,0,2,1
8,190,90,0,0,0,0
42,146,164,0,1,0,0
13,216,106,1,0,0,1
11,191,16,1,0,2,0
28,209,130,0,0,2,0
36,212,87,0,1,0,0
45,112,166,1,1,1,1
44,220,139,0,1,0,0
14,181,117,1,1,0,0
14,128,43,1,0,2,0
1,107,138,1,0,0,1
4,154,141,1,0,1,0
60,293,129,1,1,2,1
43,88,17,0,1,1,0
25,393,164,0,0,2,1
19,274,78,1,1,1,1
46,98,104,0,0,1,1
45,345,15,0,0,2,0
35,282,15,1,0,2,1
44,138,68,0,1,1,1
1,107,111,0,0,2,0
59,81,179,1,0,0,1
41,144,68,0,0,1,0
53,269,53,0,1,1,0
30,167,16,0,0,1,0
19,95,166,0,0,1,0
43,187,172,1,1,0,1
1,260,150,0,0,1,1
50,304,66,0,1,0,0
11,319,108,0,1,0,1
17,169,173,1,0,0,1
9,259,101,0,1,1,1
38,357,53,1,1,0,0
57,235,20,0,1,0,0
41,344,17,1,0,2,1
13,355,13,0,1,1,0
28,249,158,0,0,2,1
52,383,98,1,0,2,0
59,86,116,0,1,0,1
59,375,25,1,0,1,1
10,298,112,1,0,0,0
31,184,88,1,0,0,1
15,379,66,1,1,2,0
3,292,164,1,0,1,1
28,224,114,0,1,2,0
35,296,62,0,0,1,0
43,235,104,0,1,0,1
50,182,166,1,1,0,1
43,348,18,1,1,2,0
60,170,147,0,1,1,0
30,366,95,0,0,0,0
33,259,25,0,1,2,1
26,123,24,1,1,1,1
22,315,2,1,1,2,1
48,305,130,1,1,0,1
51,88,62,1,0,0,1
52,287,53,1,1,0,1
54,181,53,1,0,1,0
24,381,80,0,0,1,0
32,216,90,1,0,0,0
21,132,120,0,1,2,0
18,351,5,0,1,1,1
59,180,110,0,1,1,1
22,153,78,1,1,0,1
4,174,28,1,0,2,1
24,271,179,1,1,0,0
55,258,11,0,0,2,0
35,291,85,1,0,2,1
59,130,52,1,0,0,1
44,94,5,0,1,1,0
15,136,113,0,1,2,1
35,196,152,0,0,2,0
7,200,57,0,0,1,1
39,333,173,1,0,1,1
53,265,130,1,1,0,1
13,299,161,1,1,0,1
57,222,136,0,0,1,1
50,304,10,0,0,2,0
30,206,165,1,1,2,1
20,192,135,0,1,0,1
43,87,36,1,0,1,1
33,249,91,1,1,2,1
7,324,47,0,0,2,1
35,337,175,0,0,2,1
33,363,149,1,0,1,1
28,147,34,1,1,0,1
32,265,2,0,1,0,0
10,251,2,0,0,0,1
15,304,94,1,1,0,0
45,378,154,0,1,1,0
23,221,143,0,1,2,0
22,365,94,0,0,1,1
24,81,102,1,1,1,0
50,395,18,0,1,2,1
51,218,57,1,0,2,1
31,368,26,0,1,2,0
56,93,21,1,1,2,1
53,280,16,1,1,2,1
50,314,142,1,0,1,0
52,331,21,1,0,0,1
26,324,157,0,0,1,0
18,340,20,1,0,2,0
11,223,161,1,1,2,1
49,112,120,0,0,0,0
37,118,50,1,1,2,1
56,360,82,0,0,1,1
40,187,78,0,0,1,0
28,374,154,1,1,1,0
12,301,86,0,0,1,0
5,368,154,1,0,2,0
49,329,170,1,0,1,0
35,93,7,0,1,2,1
18,319,84,0,1,2,0
44,127,29,1,0,2,1
51,181,30,1,0,0,1
26,312,139,1,1,1,0
31,162,14,1,0,0,0
50,400,59,0,1,1,1
26,314,64,0,1,2,1
36,391,55,1,1,0,0
48,400,132,1,0,1,0
60,233,20,1,0,1,1
40,264,65,0,1,1,1
28,261,104,1,1,0,0
8,80,45,1,1,1,1
6,112,110,1,0,0,1
36,375,127,1,1,2,0
48,203,96,0,1,2,1
20,164,176,1,0,0,1
49,323,4,0,1,1,0
59,119,99,0,1,1,1
46,348,152,1,0,0,0
36,357,10,0,1,1,0
15,203,127,0,1,0,1
17,280,40,1,0,0,0
40,320,6,1,0,0,0
30,144,83,1,1,0,1
51,240,81,1,1,1,0
54,214,102,0,0,1,1
56,87,6,1,0,0,0
18,229,44,0,1,2,0
46,270,141,1,1,2,1
25,119,149,1,1,0,0
47,216,80,0,1,2,0
1,336,77,0,0,0,0
42,140,179,1,0,2,1
9,260,96,0,0,0,0
13,353,77,0,0,1,0
35,329,7,0,0,0,0
35,307,94,0,1,1,1
7,375,133,0,1,0,0
6,393,173,1,0,0,0
54,333,72,0,0,0,1
29,203,92,0,0,0,1
20,345,107,0,0,2,1
19,259,54,1,1,2,1
29,101,7,0,0,0,0
24,144,165,1,1,1,1
13,316,169,1,1,2,0
55,245,103,1,0,2,0
60,165,145,0,1,0,1
30,279,59,0,1,1,0
51,127,156,1,1,1,1
38,230,92,1,0,2,0
23,107,65,1,1,0,1
59,178,106,1,1,1,1
33,245,1,0,0,1,1
10,296,54,1,1,1,1
39,246,56,0,0,2,0
13,172,29,0,0,0,0
45,225,73,1,0,0,0
57,230,123,1,1,2,0
20,308,118,0,1,1,1
52,118,26,1,1,1,1
9,375,27,0,1,1,0
3,191,110,0,0,1,0
23,102,90,0,1,1,1
29,123,176,1,0,1,1
1,101,137,1,1,0,1
48,187,39,1,0,2,0
42,328,130,0,1,0,1
28,111,159,1,1,1,1
40,145,180,0,0,2,1
55,389,47,1,0,2,0
5,239,113,1,0,0,1
31,93,150,1,0,0,0
14,175,88,0,0,2,1
24,151,21,0,1,0,0
33,305,22,0,0,2,1
43,341,143,1,0,2,0
40,386,55,0,1,1,0
13,373,51,1,0,0,1
23,364,71,0,1,1,1
21,232,7,0,1,0,1
7,315,12,0,0,0,0
29,135,127,0,0,2,0
17,244,120,1,1,1,1
60,400,62,1,1,0,0
50,108,19,1,1,0,1
8,310,162,0,1,2,0
9,151,30,0,1,0,0
3,117,144,1,1,2,1
4,117,33,1,1,0,1
27,170,30,1,1,0,1
15,162,7,1,0,1,0
31,162,2,0,0,1,1
27,149,56,1,1,0,0
25,94,53,1,0,2,1
41,219,118,0,0,1,0
50,291,110,0,1,1,1
39,113,51,1,0,0,1
19,256,156,1,1,1,1
46,291,78,1,0,0,0
9,202,60,1,1,0,0
60,160,57,1,1,1,1
28,343,177,1,0,0,1
7,330,47,0,1,0,0
60,263,176,0,0,2,1
56,334,126,1,0,2,0
35,152,53,1,1,1,0
49,351,79,0,0,1,0
16,134,48,0,0,1,0
31,329,102,0,1,1,0
47,112,72,1,1,0,0
38,225,123,0,1,0,0
9,396,52,0,1,1,0
23,276,111,0,0,1,0
33,208,173,0,1,2,0
32,116,50,0,0,0,1
25,196,143,0,1,2,0
32,200,70,0,0,2,0
42,229,133,1,1,1,1
50,271,53,0,0,0,0
32,106,6,1,1,2,1
51,342,68,0,0,2,0
54,186,142,1,0,2,0
46,375,16,1,0,2,0
33,334,157,1,0,0,1
1,93,140,1,1,0,1
18,158,8,1,1,0,0
32,263,24,0,0,2,1
42,355,121,0,0,1,1
38,116,29,1,0,0,1
2,299,139,0,0,0,1
25,310,52,0,1,1,0
38,101,155,1,0,2,0
53,309,110,1,0,2,1
26,133,173,0,0,2,0
20,298,39,1,1,2,1
29,385,136,1,1,1,0
54,277,40,0,1,2,1
54,340,39,1,1,0,1
23,349,5,0,0,0,0
9,182,125,1,1,2,1
16,256,69,1,0,0,0
4,316,61,0,0,0,0
32,177,54,1,0,0,1
45,182,26,1,1,0,0
42,192,50,0,0,2,0
24,336,175,0,0,2,0
29,298,54,0,1,0,1
40,104,25,1,0,2,1
35,101,42,0,0,1,1
33,109,70,0,1,0,1
30,259,45,0,0,2,0
37,362,94,1,0,2,0
21,159,166,1,1,2,1
53,86,96,0,1,2,0
26,169,109,1,0,2,1
5,254,133,0,0,0,0
5,172,76,0,0,0,0
37,130,13,0,0,0,0
19,212,154,0,1,0,0
14,308,98,0,0,1,1
14,248,85,0,1,0,1
58,332,5,1,1,2,1
49,369,131,1,1,1,0
12,163,77,1,0,1,0
44,255,108,1,1,2,0
8,241,11,0,1,2,0
48,340,132,0,1,2,1
45,99,155,0,1,2,0
13,322,47,1,1,1,1
17,197,106,0,0,1,1
55,241,147,0,1,0,1
28,368,102,0,0,0,1
54,191,48,0,0,2,0
20,331,109,0,0,1,0
30,323,20,0,0,1,0
28,329,176,0,1,0,1
7,121,137,1,0,2,0
1,252,84,1,1,0,1
58,86,158,1,0,0,0
3,246,29,0,0,1,1
3,248,14,1,0,0,0
10,83,1,1,1,2,0
17,260,69,0,0,0,0
45,222,46,0,0,1,0
43,397,124,0,1,1,0
44,347,134,0,1,2,0
48,245,109,1,1,2,1
56,108,50,0,0,2,1
37,152,176,1,0,2,0
5,350,38,0,0,0,0
19,215,1,0,0,2,0
48,145,138,1,1,2,0
17,149,123,1,1,2,1
20,151,15,0,0,0,1
17,261,58,1,0,0,0
20,273,9,1,0,1,0
22,252,116,1,0,0,1
42,383,105,0,1,0,0
24,154,75,1,1,1,1
31,269,54,0,0,1,0
43,164,51,0,0,2,0
41,84,137,0,1,1,1
5,287,123,1,0,0,1
42,360,176,0,0,1,1
26,244,96,0,0,2,0
36,141,127,0,0,2,1
10,204,21,0,0,2,1
13,219,91,0,1,1,1
35,341,139,1,1,1,1
23,110,60,1,1,1,1
39,206,24,1,1,1,1
17,296,47,1,0,0,0
30,213,65,1,0,2,1
11,291,116,0,0,2,0
43,229,72,1,1,1,0
43,259,84,1,1,1,0
19,82,120,1,0,1,1
53,189,115,0,1,2,1
51,353,93,0,0,1,0
53,322,68,0,0,0,0
17,376,131,0,0,1,1
10,108,43,1,1,2,1
42,362,170,0,0,2,0
48,103,32,1,1,1,0
8,165,74,1,1,2,0
43,278,11,0,1,0,0
58,275,88,1,0,2,1
42,191,16,0,1,1,0
12,103,12,1,1,1,1
53,389,79,1,1,0,0
55,294,75,0,1,1,0
12,221,68,1,1,2,1
26,338,123,1,1,1,1
32,266,18,0,0,1,0
50,151,84,0,1,1,1
24,211,68,1,1,1,1
2,372,91,1,0,2,1
52,168,71,0,0,2,0
40,132,71,1,1,0,1
32,97,27,1,0,1,0
18,101,135,1,1,0,0
30,400,12,1,0,0,1
7,389,40,1,1,2,1
22,321,110,1,0,2,1
25,290,31,0,0,1,1
14,325,155,1,0,2,0
21,99,55,0,1,1,0
28,201,12,1,1,2,0
1,378,110,1,0,1,0
57,265,11,1,1,1,1
25,214,106,1,1,2,0
1,394,118,1,0,1,1
50,189,148,1,1,1,0
28,238,109,1,1,2,1
33,306,155,0,1,0,0
38,149,45,0,1,0,0
44,219,167,0,1,2,0
54,379,138,0,0,0,0
38,332,130,0,1,0,0
59,394,32,1,0,1,0
55,142,48,0,0,0,1
38,207,117,1,0,0,0
42,369,118,1,0,2,1
24,310,119,0,1,0,0
41,188,47,0,0,0,0
49,232,41,1,1,0,0
27,108,138,1,1,1,0
25,290,102,0,1,0,1
37,276,102,0,1,0,1
30,367,172,0,0,1,0
52,324,113,1,1,0,1
21,378,25,0,1,0,0
16,141,109,0,0,2,1
1,385,169,1,1,1,1
16,163,95,1,1,1,0
55,349,96,1,0,0,0
17,180,130,0,0,0,1
53,352,131,1,1,1,1
15,154,76,0,1,0,1
35,270,64,1,1,2,1
14,110,45,1,1,2,1
17,305,62,1,0,0,1
30,94,169,0,1,2,1
6,222,29,0,1,1,0
34,181,152,1,1,2,0
27,144,114,1,1,1,1
1,279,100,0,0,2,1
54,377,50,0,0,2,0
7,117,27,1,1,1,1
55,149,7,0,1,1,1
42,245,4,0,1,1,1
9,213,52,1,0,0,0
41,169,73,1,0,2,1
49,205,116,0,0,0,0
38,88,41,0,1,1,1
6,345,63,0,0,2,1
44,237,53,1,0,1,1
45,201,133,0,0,1,0
57,362,125,0,1,2,1
20,281,158,0,0,2,0
15,329,58,1,1,1,0
17,367,39,0,1,0,1
40,337,142,1,1,0,0
19,320,82,1,1,2,0
19,354,145,0,0,1,0
37,359,132,1,1,1,0
7,89,17,1,0,1,1
21,211,121,0,0,2,1
2,211,79,0,1,2,1
52,354,45,0,1,0,0
49,96,4,0,1,0,1
53,309,92,0,1,2,0
21,277,79,0,1,1,1
43,200,112,0,1,0,0
33,150,172,0,0,2,0
2,136,143,0,1,1,0
49,321,97,0,1,2,1
46,328,107,1,1,2,1
38,80,54,0,0,1,0
6,87,173,0,1,1,0
37,133,96,0,0,0,0
34,329,47,0,0,1,1
33,384,75,0,1,1,0
53,200,85,1,1,0,1
58,274,69,1,1,1,1
23,307,112,0,0,1,0
28,275,119,0,0,1,1
29,371,76,1,0,1,1
35,371,155,1,1,2,0
60,133,88,0,1,1,1
28,221,141,1,0,1,1
3,106,16,1,1,1,1
10,98,138,0,0,2,1
39,192,93,0,0,1,0
9,137,99,0,1,1,1
48,326,125,0,0,0,0
59,172,38,0,0,1,1
29,82,108,1,0,2,0
31,172,88,1,1,0,0
59,228,66,0,0,0,0
25,155,56,0,1,1,0
60,272,11,0,0,0,1
13,397,91,0,0,0,0
60,269,120,0,0,0,0
30,345,88,0,1,1,0
55,247,1,1,1,2,1
49,381,110,0,1,0,1
12,86,36,0,0,1,1
58,274,163,1,1,2,1
55,338,33,1,1,1,1
28,157,172,1,0,1,1
38,85,180,1,1,2,1
40,195,157,0,1,0,0
40,359,176,1,0,1,0
54,88,78,1,0,0,1
29,268,151,0,0,1,0
53,217,128,0,1,2,0
24,345,23,1,0,1,1
45,159,104,1,1,1,0
30,144,30,1,1,1,0
42,111,81,0,0,1,0
21,258,94,0,1,0,0
41,387,8,0,0,0,0
43,303,155,0,0,2,0
20,181,100,1,0,1,0
42,256,136,0,0,0,1
6,200,117,0,1,0,0
33,102,112,0,0,2,0
57,112,126,0,1,1,0
40,257,152,0,1,0,0
60,166,50,1,0,0,1
17,253,150,0,0,2,0
38,243,34,0,0,0,1
56,198,105,0,1,2,0
10,294,10,0,0,1,1
14,243,110,1,0,2,1
10,181,31,0,0,2,0
12,92,41,0,0,2,1
39,180,24,1,0,1,0
4,375,70,0,1,0,1
57,363,17,1,1,1,1
52,122,21,1,1,0,1
50,176,51,0,0,0,0
59,315,12,0,1,1,0
46,131,86,0,1,0,1
16,388,101,0,0,2,0
51,320,54,1,1,0,0
44,116,82,0,1,1,1
41,248,72,0,0,2,0
27,376,56,0,1,2,0
4,196,54,0,0,0,1
60,215,41,0,1,1,0
28,331,69,0,0,2,0
4,295,31,0,1,1,1
7,81,158,1,0,2,0
6,200,141,0,1,0,1
32,213,116,1,0,2,1
14,218,51,1,1,2,1
8,304,160,1,1,2,1
56,385,63,0,1,0,0
40,190,119,0,1,0,0
41,291,58,0,0,2,0
11,297,126,0,1,0,0
52,120,110,1,1,1,0
12,374,5,1,0,2,1
49,347,48,0,0,0,0
48,156,26,0,1,0,0
15,101,40,1,1,1,0
28,218,15,0,0,0,0
52,89,83,0,0,2,0
57,218,29,0,0,1,0
57,174,13,1,0,2,1
60,110,104,0,1,1,1
12,212,6,0,0,2,0
12,174,154,0,1,1,1
60,325,126,0,0,2,1
60,246,113,0,0,2,0
58,282,93,1,0,0,0
38,206,127,1,1,2,0
45,300,132,1,1,0,0
50,368,139,1,0,2,1
25,112,162,0,0,2,0
45,377,52,1,1,0,0
11,186,12,1,0,2,1
36,336,89,1,0,2,0
56,144,124,1,0,0,1
52,169,5,1,1,0,1
15,373,107,0,0,2,0
21,301,157,1,0,1,0
20,102,35,0,0,1,0
30,358,138,1,1,2,1
18,106,131,0,0,2,0
23,99,103,1,1,1,0
10,341,180,0,1,0,1
56,359,152,1,0,2,1
1,211,35,1,0,0,1
39,145,39,1,0,0,1
24,251,67,1,0,2,1
29,369,32,1,0,0,0
46,199,156,0,0,2,1
47,218,23,0,1,1,0
1,133,103,1,0,0,1
19,133,122,1,1,1,1
18,120,107,1,0,0,1
24,146,3,1,0,1,1
49,258,53,1,1,2,0
25,295,82,0,1,0,0
12,142,68,1,0,0,1
20,172,81,1,1,0,0
3,308,94,0,1,0,1
7,161,83,0,0,2,0
48,207,3,1,0,0,1
39,270,79,0,1,1,0
6,375,53,1,1,1,1
20,104,117,0,0,0,1
18,395,30,1,0,2,1
51,303,73,1,0,2,1
55,191,38,1,1,0,1
54,255,116,0,1,1,0
9,158,66,1,0,0,1
55,326,100,1,0,0,1
9,89,161,0,0,2,1
53,248,154,1,0,2,1
8,83,168,1,1,0,0
60,214,154,0,0,0,0
48,146,41,1,0,0,0
14,280,49,1,0,0,0
12,186,92,1,0,1,1
1,278,25,0,0,1,1
53,92,159,1,1,1,1
38,101,28,0,1,0,1
51,244,69,0,1,0,1
17,329,178,0,1,1,0
11,311,81,0,0,0,1
52,98,145,0,1,2,1
51,297,3,0,1,2,1
3,182,53,0,0,2,1
24,97,29,1,0,2,1
34,273,6,1,0,0,1
24,80,138,0,1,2,1
30,266,95,1,0,2,1
16,163,88,0,1,2,0
20,95,123,0,1,0,0
49,310,172,0,0,2,0
34,387,31,0,1,0,1
8,192,61,0,0,1,0
53,164,23,0,1,2,0
44,256,105,0,1,2,1
53,293,46,1,1,1,1
23,305,42,1,1,0,1
22,363,44,1,1,1,0
4,247,120,1,0,1,0
33,294,41,0,1,0,0
56,287,163,0,1,2,0
47,155,58,1,1,2,1
10,227,37,0,1,0,0
57,88,91,1,0,1,0
59,149,109,0,0,1,1
4,391,20,0,1,1,1
30,292,77,1,1,2,0
56,216,144,1,1,1,0
31,365,15,0,0,1,0
23,341,150,1,1,1,0
6,161,154,0,1,0,0
9,105,48,0,0,1,0
33,110,15,1,1,1,1
30,265,1,1,0,2,1
34,320,120,0,0,2,1
29,336,87,0,0,2,0
52,87,69,1,1,0,0
1,382,164,0,1,2,1
51,321,1,1,0,0,1
15,343,97,1,0,1,0
22,101,77,0,1,0,1
50,275,171,1,1,0,1
26,398,53,0,1,0,1
1,83,150,1,0,1,0
25,399,40,0,0,2,0
5,149,153,0,1,0,0
52,305,159,0,0,1,0
44,108,87,0,0,1,1
59,137,2,1,1,0,1
47,164,31,1,0,1,0
33,112,13,1,0,0,0
35,118,116,0,1,0,1
43,370,170,0,1,0,1
4,173,118,0,0,2,0
36,308,66,0,1,0,0
8,88,111,0,1,1,0
37,128,158,1,1,1,0
46,217,70,0,1,0,1
52,334,77,1,1,0,0
45,204,167,0,1,1,0
30,214,133,1,1,0,0
25,370,130,1,0,1,0
7,364,96,0,1,2,0
14,255,169,0,1,2,1
6,217,170,1,0,1,0
24,210,70,1,0,2,1
15,357,91,0,1,1,0
57,335,176,1,1,1,1
1,96,175,1,0,2,0
18,296,85,0,0,1,1
14,288,93,0,1,0,0
31,260,177,1,0,1,0
32,174,149,1,0,0,0
56,285,23,0,1,1,0
27,97,103,0,1,2,1
41,317,35,0,1,2,1
42,217,120,1,1,0,1
23,392,93,1,0,0,0
58,332,86,1,1,2,0
1,320,32,1,1,1,1
1,86,175,1,0,0,0
12,166,59,1,0,1,0
53,359,90,1,1,0,1
46,393,170,1,1,1,1
19,191,89,0,1,2,0
44,228,144,1,1,2,0
34,153,86,0,0,1,0
40,347,156,1,0,2,0
20,319,110,0,0,1,1
47,118,87,1,1,1,0
40,107,22,0,0,2,0
32,150,136,0,0,1,0
26,169,50,1,0,0,1
54,221,136,0,0,1,0
35,324,14,1,0,2,1
23,134,46,1,1,0,0
23,376,165,0,0,1,0
19,321,170,0,0,1,0
10,226,166,0,1,1,1
38,124,26,1,0,1,1
38,160,108,0,1,0,1
10,156,176,0,0,0,1
32,289,29,0,0,1,1
43,139,162,1,0,1,0
11,383,105,0,1,0,1
32,399,149,1,0,0,1
28,275,179,0,1,1,0
3,229,25,0,1,0,1
6,336,135,0,1,2,0
55,198,113,1,1,1,0
51,102,95,0,1,2,0
59,207,173,0,1,2,0
16,281,148,1,0,2,1
13,173,152,1,1,1,0
55,381,164,0,0,0,0
5,373,15,0,1,2,0
5,145,8,0,0,0,1
54,225,90,1,1,2,1
59,121,168,1,1,2,1
34,245,158,0,1,0,0
38,228,180,1,0,0,1
1,107,116,1,0,0,1
29,273,35,0,1,2,1
33,155,61,0,1,0,0
44,144,110,1,0,1,1
47,222,1,0,0,0,0
13,337,79,1,0,1,0
35,393,142,0,0,2,0
60,284,48,0,0,2,0
54,114,57,0,1,0,1
34,357,38,0,0,1,0
6,367,33,0,0,1,0
33,331,122,0,0,0,0
55,148,157,1,0,1,0
33,109,179,0,1,2,0
39,248,159,1,1,1,1
58,348,53,1,0,2,0
47,116,41,1,0,0,1
54,279,36,1,0,1,1
17,127,174,1,1,1,1
6,168,56,1,1,1,1
40,270,140,0,1,1,0
17,271,84,1,1,2,1
45,127,60,0,1,0,1
53,297,57,0,0,1,0
11,206,76,0,0,0,0
60,321,178,1,0,2,1
31,228,10,1,1,0,0
31,373,63,1,0,0,0
13,304,139,0,1,2,0
3,216,26,1,1,2,1
39,184,8,0,0,1,0
27,248,22,1,0,1,1
43,224,127,1,0,2,1
56,171,86,1,1,1,1
26,285,110,1,1,0,1
20,338,76,0,0,0,1
12,105,5,0,0,2,0
24,328,159,0,1,2,0
56,315,145,0,1,2,1
31,290,145,1,0,2,0
59,81,162,0,0,1,0
13,178,63,1,1,1,1
11,89,24,1,1,0,1
11,334,81,0,1,0,0
51,137,158,1,0,2,1
22,365,115,0,0,0,1
11,362,44,0,1,1,0
24,397,56,0,1,2,0
15,179,158,0,0,1,0
5,288,118,1,1,0,0
35,216,115,0,0,2,1
55,116,121,0,0,1,1
45,396,4,1,0,0,0
31,278,28,0,1,2,0
17,395,97,0,1,0,1
58,200,78,1,0,0,1
31,116,72,0,0,2,1
10,265,11,0,1,2,1
47,132,58,1,0,0,1
38,224,121,1,0,2,1
33,139,35,1,0,1,0
23,84,110,1,0,0,1
3,130,71,1,0,2,1
38,174,73,0,0,2,1
46,245,32,1,0,1,1
52,272,80,1,1,2,1
25,107,95,1,1,1,1
22,129,48,0,1,0,0
10,370,88,0,0,1,0
17,387,32,0,0,1,0
40,208,31,1,1,0,0
4,89,177,1,0,2,0
4,281,159,0,1,1,1
47,301,80,0,1,2,1
46,284,76,1,1,0,1
23,367,87,1,0,0,1
34,391,132,1,0,0,0
34,391,79,1,1,1,1
17,316,113,1,1,1,0
29,330,89,0,1,2,0
25,377,2,1,0,2,0
40,392,101,0,0,0,0
45,250,79,0,0,0,0
43,142,159,0,0,0,0
5,298,95,0,0,2,0
32,249,32,1,0,2,0
48,182,178,1,0,2,1
26,339,49,0,1,0,1
46,200,173,0,0,1,0
29,321,102,0,0,2,0
43,148,172,0,1,1,1
8,289,110,0,1,2,1
54,246,137,0,0,0,0
18,366,46,1,0,0,1
28,256,114,1,0,1,0
2,172,169,0,0,2,1
53,385,43,0,1,2,0
44,331,21,0,0,0,1
4,153,164,0,1,1,0
45,280,56,0,0,1,1
35,334,66,0,0,0,1
24,229,169,1,0,2,0
11,208,60,0,0,1,0
14,218,97,0,0,2,0
28,385,14,1,0,2,0
3,282,35,0,1,1,1
5,347,5,0,1,0,1
43,184,126,0,0,1,0
10,247,165,1,1,2,0
59,89,49,1,0,0,1
44,245,166,0,1,1,0
38,103,169,0,0,2,0
8,391,123,0,0,1,1
13,188,10,0,0,0,0
51,343,152,0,1,0,0
42,383,171,1,0,0,1
9,397,52,1,1,1,1
5,295,179,1,1,1,1
6,275,56,0,1,1,0
46,122,38,0,1,2,0
53,169,82,1,1,0,0
34,95,55,1,1,2,0
40,134,35,0,1,1,1
53,302,103,0,0,2,0
23,213,150,1,0,2,0
35,88,31,0,1,1,0
38,156,62,1,0,1,0
11,328,40,0,1,1,0
47,153,14,1,0,1,0
45,175,153,1,0,0,0
30,108,4,0,0,2,1
14,285,157,0,0,2,0
54,293,159,1,0,0,1
43,243,80,0,0,0,1
7,235,72,0,1,2,0
32,351,22,1,0,2,0
24,216,19,0,1,0,0
43,199,164,0,1,1,0
12,382,62,1,1,1,1
36,348,153,0,1,1,0
25,324,54,1,1,1,1
15,305,132,0,0,1,0
57,273,159,0,1,2,0
9,137,42,1,1,0,1
36,155,173,0,1,0,0
7,333,96,1,0,0,1
35,91,93,1,1,0,0
50,203,56,1,0,0,0
15,357,91,0,0,0,0
26,245,126,1,1,1,1
45,331,31,0,0,0,1
3,349,156,0,0,1,1
2,311,49,1,1,1,1
18,347,80,1,0,1,0
60,284,115,1,0,2,1
19,120,43,1,0,1,1
40,265,175,1,0,0,0
58,362,108,1,0,1,0
55,182,22,1,1,1,0
20,304,118,0,0,1,0
5,109,160,1,1,0,1
35,276,17,0,0,0,1
21,119,38,1,0,0,1
9,234,79,0,1,0,0
47,226,46,0,1,1,0
17,230,124,1,0,2,0
41,315,35,1,0,0,0
2,309,113,1,0,1,0
46,347,148,0,0,0,0
20,260,33,0,0,0,0
16,281,68,0,0,2,0
45,164,99,0,1,2,0
45,232,66,1,1,1,1
41,149,63,0,0,1,0
48,303,147,1,1,2,1
31,149,11,0,1,2,0
35,160,52,1,1,2,0
28,172,177,0,0,0,0
35,178,125,0,0,0,0
29,158,85,0,0,1,0
42,160,161,0,0,0,0
46,101,26,0,0,1,1
30,183,173,1,0,1,0
28,104,179,1,0,1,0
38,93,168,0,1,1,1
16,257,137,1,1,1,0
29,300,121,0,1,2,0
52,141,142,0,1,1,0
56,392,110,0,0,0,0
57,108,67,1,0,2,1
60,182,180,0,1,0,1
42,128,130,1,0,0,1
39,216,32,0,0,1,0
59,338,157,1,0,0,0
9,355,160,0,0,0,0
13,263,57,0,0,2,0
59,285,62,1,0,2,1
44,117,26,0,0,0,1
25,331,59,1,0,2,0
1,133,10,0,0,1,1
39,200,83,0,0,1,1
3,268,118,1,0,0,1
35,294,38,1,1,1,1
2,307,175,1,0,0,1
17,317,149,1,1,2,1
56,113,79,1,1,2,1
35,252,96,0,1,0,1
12,206,28,0,1,1,1
42,380,164,0,1,0,1
24,341,121,0,0,1,0
24,253,106,1,0,0,1
40,162,85,0,1,1,1
7,136,83,1,0,2,1
41,201,154,0,1,1,1
23,260,131,1,1,2,1
18,228,11,1,1,2,0
39,153,124,1,1,2,1
15,363,72,0,1,2,0
34,307,65,0,1,2,1
32,232,34,0,0,0,0
51,304,82,0,1,2,0
60,308,96,1,1,0,1
37,266,53,0,1,2,1
26,227,25,0,1,2,0
1,144,172,0,1,1,1
40,129,46,0,1,2,1
34,83,125,1,0,2,0
57,386,130,1,0,0,1
42,134,60,1,1,1,1
31,214,95,0,1,0,0
